"200007","TRINCHE IKER","10",""
"200008","TENEDOR AURORA","10",""
"200006","CUCHARA PELTRE NO.36","10",""
"200004","CUCHILLO AURORA","10",""
"200001","TENEDOR IKER","10",""
"200005","TENEDOR DINAMIC","10",""
"200010","CUCHARA PELTRE NO.30","10",""
"200011","CUCHARA PARA SERVIR IKER","10",""
